YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1997,ALL-ROOKIE,1,949,Shareef Abdur-Rahim,1.0
1997,ALL-ROOKIE,1,947,Allen Iverson,0.982
1997,ALL-ROOKIE,1,950,Stephon Marbury,0.982
1997,ALL-ROOKIE,1,948,Marcus Camby,0.875
1997,ALL-ROOKIE,1,952,Antoine Walker,0.875
1997,ALL-ROOKIE,2,954,Kerry Kittles,0.732
1997,ALL-ROOKIE,2,951,Ray Allen,0.554
1997,ALL-ROOKIE,2,969,Travis Knight,0.321
1997,ALL-ROOKIE,2,977,Kobe Bryant,0.268
1997,ALL-ROOKIE,2,1074,Matt Maloney,0.232
1997,ALL-ROOKIE,1000,958,Vitaly Potapenko,0.214
1997,ALL-ROOKIE,1000,953,Lorenzen Wright,0.214
1997,ALL-ROOKIE,1000,1051,Dean Garrett,0.161
1997,ALL-ROOKIE,1000,965,Derek Fisher,0.089
1997,ALL-ROOKIE,1000,1000,Shandon Anderson,0.054
1997,ALL-ROOKIE,1000,964,Roy Rogers,0.054
1997,ALL-ROOKIE,1000,956,Erick Dampier,0.036
1997,ALL-ROOKIE,1000,960,Tony Delk,0.036
