YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1992,ALL-ROOKIE,1,913,Larry Johnson,1.0
1992,ALL-ROOKIE,1,87,Dikembe Mutombo,1.0
1992,ALL-ROOKIE,1,182,Billy Owens,1.0
1992,ALL-ROOKIE,1,120,Steve Smith,0.981
1992,ALL-ROOKIE,1,278,Stacey Augmon,0.962
1992,ALL-ROOKIE,2,296,Rick Fox,0.519
1992,ALL-ROOKIE,2,210,Terrell Brandon,0.442
1992,ALL-ROOKIE,2,1125,Larry Stewart,0.327
1992,ALL-ROOKIE,2,914,Stanley Roberts,0.308
1992,ALL-ROOKIE,2,1855,Mark Macon,0.212
1992,ALL-ROOKIE,1000,475,Doug Smith,0.173
1992,ALL-ROOKIE,1000,21,Greg Anthony,0.154
1992,ALL-ROOKIE,1000,905,Dale Davis,0.154
1992,ALL-ROOKIE,1000,76842,Paul Graham,0.115
1992,ALL-ROOKIE,1000,2349,Victor Alexander,0.096
1992,ALL-ROOKIE,1000,77098,Mike Iuzzolino,0.077
1992,ALL-ROOKIE,1000,72,Kenny Anderson,0.058
1992,ALL-ROOKIE,1000,123,Robert Pack,0.058
1992,ALL-ROOKIE,1000,128,David Benoit,0.019
1992,ALL-ROOKIE,1000,423,Chris Gatling,0.019
1992,ALL-ROOKIE,1000,357,Greg Sutton,0.019
