YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1999,ALL-ROOKIE,1,1713,Vince Carter,1.0
1999,ALL-ROOKIE,1,1718,Paul Pierce,1.0
1999,ALL-ROOKIE,1,1715,Jason Williams,0.982
1999,ALL-ROOKIE,1,1710,Mike Bibby,0.839
1999,ALL-ROOKIE,1,1723,Matt Harpring,0.625
1999,ALL-ROOKIE,2,1722,Michael Dickerson,0.589
1999,ALL-ROOKIE,2,1720,Michael Doleac,0.536
1999,ALL-ROOKIE,2,1749,Cuttino Mobley,0.464
1999,ALL-ROOKIE,2,1709,Michael Olowokandi,0.393
1999,ALL-ROOKIE,2,1712,Antawn Jamison,0.375
1999,ALL-ROOKIE,1000,1716,Larry Hughes,0.304
1999,ALL-ROOKIE,1000,1838,Tyrone Nesby,0.161
1999,ALL-ROOKIE,1000,1714,Robert Traylor,0.143
1999,ALL-ROOKIE,1000,1711,Raef LaFrentz,0.107
1999,ALL-ROOKIE,1000,978,Peja StojakoviÄ,0.089
1999,ALL-ROOKIE,1000,1727,Pat Garrity,0.071
1999,ALL-ROOKIE,1000,1717,Dirk Nowitzki,0.071
1999,ALL-ROOKIE,1000,1600,KornÃ©l DÃ¡vid,0.018
