YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1998,ALL-ROOKIE,1,1495,Tim Duncan,1.0
1998,ALL-ROOKIE,1,1496,Keith Van Horn,1.0
1998,ALL-ROOKIE,1,1510,Brevin Knight,0.964
1998,ALL-ROOKIE,1,980,Zydrunas Ilgauskas,0.964
1998,ALL-ROOKIE,1,1500,Ron Mercer,0.893
1998,ALL-ROOKIE,2,1501,Tim Thomas,0.536
1998,ALL-ROOKIE,2,1538,Cedric Henderson,0.482
1998,ALL-ROOKIE,2,1507,Derek Anderson,0.446
1998,ALL-ROOKIE,2,1508,Maurice Taylor,0.446
1998,ALL-ROOKIE,2,1517,Bobby Jackson,0.321
1998,ALL-ROOKIE,1000,1504,Danny Fortson,0.143
1998,ALL-ROOKIE,1000,1565,Michael Stewart,0.089
1998,ALL-ROOKIE,1000,1533,Anthony Johnson,0.089
1998,ALL-ROOKIE,1000,1498,Antonio Daniels,0.054
1998,ALL-ROOKIE,1000,1505,Tariq Abdul-Wahad,0.018
1998,ALL-ROOKIE,1000,1512,Chris Anstey,0.018
1998,ALL-ROOKIE,1000,1509,Kelvin Cato,0.018
1998,ALL-ROOKIE,1000,1518,Rodrick Rhodes,0.018
