YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1996,ALL-ROOKIE,1,757,Damon Stoudamire,1.0
1996,ALL-ROOKIE,1,693,Joe Smith,0.964
1996,ALL-ROOKIE,1,711,Jerry Stackhouse,0.929
1996,ALL-ROOKIE,1,686,Antonio McDyess,0.893
1996,ALL-ROOKIE,1,717,Arvydas Sabonis,0.732
1996,ALL-ROOKIE,1,714,Michael Finley,0.732
1996,ALL-ROOKIE,2,708,Kevin Garnett,0.625
1996,ALL-ROOKIE,2,735,Bryant Reeves,0.5
1996,ALL-ROOKIE,2,699,Brent Barry,0.375
1996,ALL-ROOKIE,2,739,Rasheed Wallace,0.268
1996,ALL-ROOKIE,2,721,Tyus Edney,0.268
1996,ALL-ROOKIE,1000,703,Kurt Thomas,0.25
1996,ALL-ROOKIE,1000,677,Eric Williams,0.161
1996,ALL-ROOKIE,1000,673,Alan Henderson,0.018
1996,ALL-ROOKIE,1000,690,Don Reid,0.018
1996,ALL-ROOKIE,1000,682,Bob Sura,0.018
