YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
2001,ALL-NBA,1,947,Allen Iverson,0.987
2001,ALL-NBA,1,1495,Tim Duncan,0.981
2001,ALL-NBA,1,185,Chris Webber,0.961
2001,ALL-NBA,1,406,Shaquille O'Neal,0.937
2001,ALL-NBA,1,467,Jason Kidd,0.682
2001,ALL-NBA,2,708,Kevin Garnett,0.684
2001,ALL-NBA,2,977,Kobe Bryant,0.663
2001,ALL-NBA,2,1503,Tracy McGrady,0.513
2001,ALL-NBA,2,1713,Vince Carter,0.463
2001,ALL-NBA,2,87,Dikembe Mutombo,0.384
2001,ALL-NBA,3,252,Karl Malone,0.318
2001,ALL-NBA,3,764,David Robinson,0.266
2001,ALL-NBA,3,56,Gary Payton,0.189
2001,ALL-NBA,3,951,Ray Allen,0.169
2001,ALL-NBA,3,1717,Dirk Nowitzki,0.09
2001,ALL-NBA,1000,711,Jerry Stackhouse,0.087
2001,ALL-NBA,1000,739,Rasheed Wallace,0.082
2001,ALL-NBA,1000,714,Michael Finley,0.071
2001,ALL-NBA,1000,950,Stephon Marbury,0.061
2001,ALL-NBA,1000,1718,Paul Pierce,0.061
2001,ALL-NBA,1000,686,Antonio McDyess,0.055
2001,ALL-NBA,1000,304,John Stockton,0.052
2001,ALL-NBA,1000,1883,Steve Francis,0.047
2001,ALL-NBA,1000,299,Glenn Robinson,0.032
2001,ALL-NBA,1000,213,Antonio Davis,0.027
2001,ALL-NBA,1000,124,Vlade Divac,0.027
2001,ALL-NBA,1000,948,Marcus Camby,0.018
2001,ALL-NBA,1000,193,Anthony Mason,0.01
2001,ALL-NBA,1000,689,Theo Ratliff,0.008
2001,ALL-NBA,1000,1890,Shawn Marion,0.006
2001,ALL-NBA,1000,147,Jalen Rose,0.006
2001,ALL-NBA,1000,84,Latrell Sprewell,0.006
2001,ALL-NBA,1000,949,Shareef Abdur-Rahim,0.005
2001,ALL-NBA,1000,258,Brian Grant,0.005
2001,ALL-NBA,1000,275,Allan Houston,0.005
2001,ALL-NBA,1000,210,Terrell Brandon,0.003
2001,ALL-NBA,1000,208,Sam Cassell,0.003
2001,ALL-NBA,1000,979,Jermaine O'Neal,0.003
2001,ALL-NBA,1000,922,Elden Campbell,0.002
2001,ALL-NBA,1000,1712,Antawn Jamison,0.002
2001,ALL-NBA,1000,1740,Rashard Lewis,0.002
2001,ALL-NBA,1000,978,Peja Stojaković,0.002
2001,ALL-NBA,1000,952,Antoine Walker,0.002
