YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1995,ALL-NBA,1,252,Karl Malone,0.989
1995,ALL-NBA,1,764,David Robinson,0.912
1995,ALL-NBA,1,937,Scottie Pippen,0.859
1995,ALL-NBA,1,304,John Stockton,0.851
1995,ALL-NBA,1,358,Anfernee Hardaway,0.75
1995,ALL-NBA,2,787,Charles Barkley,0.691
1995,ALL-NBA,2,56,Gary Payton,0.651
1995,ALL-NBA,2,406,Shaquille O'Neal,0.592
1995,ALL-NBA,2,782,Mitch Richmond,0.482
1995,ALL-NBA,2,431,Shawn Kemp,0.307
1995,ALL-NBA,3,397,Reggie Miller,0.301
1995,ALL-NBA,3,23,Dennis Rodman,0.215
1995,ALL-NBA,3,165,Hakeem Olajuwon,0.194
1995,ALL-NBA,3,96,Detlef Schrempf,0.181
1995,ALL-NBA,3,17,Clyde Drexler,0.139
1995,ALL-NBA,1000,469,Jamal Mashburn,0.122
1995,ALL-NBA,1000,121,Patrick Ewing,0.097
1995,ALL-NBA,1000,893,Michael Jordan,0.084
1995,ALL-NBA,1000,754,Jim Jackson,0.067
1995,ALL-NBA,1000,344,Dana Barros,0.061
1995,ALL-NBA,1000,393,Rod Strickland,0.059
1995,ALL-NBA,1000,913,Larry Johnson,0.05
1995,ALL-NBA,1000,76,Cedric Ceballos,0.038
1995,ALL-NBA,1000,779,Glen Rice,0.034
1995,ALL-NBA,1000,270,Horace Grant,0.032
1995,ALL-NBA,1000,452,Vin Baker,0.03
1995,ALL-NBA,1000,89,Nick Van Exel,0.025
1995,ALL-NBA,1000,247,Joe Dumars,0.021
1995,ALL-NBA,1000,467,Jason Kidd,0.019
1995,ALL-NBA,1000,896,Tim Hardaway,0.017
1995,ALL-NBA,1000,177,Muggsy Bogues,0.013
1995,ALL-NBA,1000,251,Sean Elliott,0.013
1995,ALL-NBA,1000,238,Tyrone Hill,0.013
1995,ALL-NBA,1000,84,Latrell Sprewell,0.011
1995,ALL-NBA,1000,302,Mookie Blaylock,0.01
1995,ALL-NBA,1000,299,Glenn Robinson,0.01
1995,ALL-NBA,1000,255,Grant Hill,0.008
1995,ALL-NBA,1000,204,Jeff Hornacek,0.008
1995,ALL-NBA,1000,98,Nick Anderson,0.006
1995,ALL-NBA,1000,769,B.J. Armstrong,0.006
1995,ALL-NBA,1000,905,Dale Davis,0.006
1995,ALL-NBA,1000,899,Mark Price,0.006
1995,ALL-NBA,1000,892,Spud Webb,0.006
1995,ALL-NBA,1000,422,Avery Johnson,0.004
1995,ALL-NBA,1000,297,Alonzo Mourning,0.004
1995,ALL-NBA,1000,278,Stacey Augmon,0.002
1995,ALL-NBA,1000,330,Danny Manning,0.002
1995,ALL-NBA,1000,317,John Starks,0.002
