YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1997,ALL-ROOKIE,1st,949,Shareef Abdur-Rahim,1.0
1997,ALL-ROOKIE,1st,947,Allen Iverson,0.982
1997,ALL-ROOKIE,1st,950,Stephon Marbury,0.982
1997,ALL-ROOKIE,1st,948,Marcus Camby,0.875
1997,ALL-ROOKIE,1st,952,Antoine Walker,0.875
1997,ALL-ROOKIE,2nd,954,Kerry Kittles,0.732
1997,ALL-ROOKIE,2nd,951,Ray Allen,0.554
1997,ALL-ROOKIE,2nd,969,Travis Knight,0.321
1997,ALL-ROOKIE,2nd,977,Kobe Bryant,0.268
1997,ALL-ROOKIE,2nd,1074,Matt Maloney,0.232
1997,ALL-ROOKIE,ORV,958,Vitaly Potapenko,0.214
1997,ALL-ROOKIE,ORV,953,Lorenzen Wright,0.214
1997,ALL-ROOKIE,ORV,1051,Dean Garrett,0.161
1997,ALL-ROOKIE,ORV,965,Derek Fisher,0.089
1997,ALL-ROOKIE,ORV,1000,Shandon Anderson,0.054
1997,ALL-ROOKIE,ORV,964,Roy Rogers,0.054
1997,ALL-ROOKIE,ORV,956,Erick Dampier,0.036
1997,ALL-ROOKIE,ORV,960,Tony Delk,0.036
