YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
2021,ALL-ROOKIE,1st,1630163,LaMelo Ball,1.0
2021,ALL-ROOKIE,1st,1630162,Anthony Edwards,1.0
2021,ALL-ROOKIE,1st,1630169,Tyrese Haliburton,0.995
2021,ALL-ROOKIE,1st,1630180,Saddiq Bey,0.818
2021,ALL-ROOKIE,1st,1630256,Jae'Sean Tate,0.778
2021,ALL-ROOKIE,2nd,1630193,Immanuel Quickley,0.747
2021,ALL-ROOKIE,2nd,1630217,Desmond Bane,0.444
2021,ALL-ROOKIE,2nd,1630191,Isaiah Stewart,0.359
2021,ALL-ROOKIE,2nd,1630171,Isaac Okoro,0.268
2021,ALL-ROOKIE,2nd,1630172,Patrick Williams,0.253
2021,ALL-ROOKIE,ORV,1630267,Facundo Campazzo,0.212
2021,ALL-ROOKIE,ORV,1630175,Cole Anthony,0.202
2021,ALL-ROOKIE,ORV,1630164,James Wiseman,0.121
2021,ALL-ROOKIE,ORV,1630202,Payton Pritchard,0.101
2021,ALL-ROOKIE,ORV,1630183,Jaden McDaniels,0.076
2021,ALL-ROOKIE,ORV,1630178,Tyrese Maxey,0.045
2021,ALL-ROOKIE,ORV,1630177,Th̩o Maledon,0.025
2021,ALL-ROOKIE,ORV,1630214,Xavier Tillman Sr.,0.02
2021,ALL-ROOKIE,ORV,1630231,KJ Martin,0.015
2021,ALL-ROOKIE,ORV,1629643,Chuma Okeke,0.01
2021,ALL-ROOKIE,ORV,1630197,Aleksej Pokusevski,0.005
2021,ALL-ROOKIE,ORV,1630170,Devin Vassell,0.005
