YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
2008,ALL-ROOKIE,1st,201143,Al Horford,1.0
2008,ALL-ROOKIE,1st,201142,Kevin Durant,0.983
2008,ALL-ROOKIE,1st,2449,Luis Scola,0.914
2008,ALL-ROOKIE,1st,201154,Al Thornton,0.828
2008,ALL-ROOKIE,1st,201145,Jeff Green,0.741
2008,ALL-ROOKIE,2nd,200081,Jamario Moon,0.655
2008,ALL-ROOKIE,2nd,2434,Juan Carlos Navarro,0.414
2008,ALL-ROOKIE,2nd,201152,Thaddeus Young,0.397
2008,ALL-ROOKIE,2nd,201155,Rodney Stuckey,0.379
2008,ALL-ROOKIE,2nd,201171,Carl Landry,0.31
2008,ALL-ROOKIE,ORV,201149,Joakim Noah,0.293
2008,ALL-ROOKIE,ORV,201146,Yi Jianlian,0.224
2008,ALL-ROOKIE,ORV,201156,Nick Young,0.172
2008,ALL-ROOKIE,ORV,201144,Mike Conley,0.138
2008,ALL-ROOKIE,ORV,201147,Corey Brewer,0.052
2008,ALL-ROOKIE,ORV,201175,Glen Davis,0.052
2008,ALL-ROOKIE,ORV,201157,Sean Williams,0.052
2008,ALL-ROOKIE,ORV,201162,Jared Dudley,0.034
2008,ALL-ROOKIE,ORV,201153,Julian Wright,0.034
2008,ALL-ROOKIE,ORV,201166,Aaron Brooks,0.017
2008,ALL-ROOKIE,ORV,201163,Wilson Chandler,0.017
2008,ALL-ROOKIE,ORV,201161,Daequan Cook,0.017
2008,ALL-ROOKIE,ORV,201151,Acie Law,0.017
