YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
2023,ALL-ROOKIE,1st,1631094,Paolo Banchero,1.0
2023,ALL-ROOKIE,1st,1631114,Jalen Williams,0.995
2023,ALL-ROOKIE,1st,1631117,Walker Kessler,0.975
2023,ALL-ROOKIE,1st,1631099,Keegan Murray,0.925
2023,ALL-ROOKIE,1st,1631097,Bennedict Mathurin,0.85
2023,ALL-ROOKIE,2nd,1631093,Jaden Ivey,0.71
2023,ALL-ROOKIE,2nd,1631105,Jalen Duren,0.425
2023,ALL-ROOKIE,2nd,1631095,Jabari Smith Jr.,0.36
2023,ALL-ROOKIE,2nd,1631110,Jeremy Sochan,0.33
2023,ALL-ROOKIE,2nd,1631106,Tari Eason,0.235
2023,ALL-ROOKIE,ORV,1629614,Andrew Nembhard,0.23
2023,ALL-ROOKIE,ORV,1631101,Shaedon Sharpe,0.18
2023,ALL-ROOKIE,ORV,1631100,AJ Griffin,0.13
2023,ALL-ROOKIE,ORV,1631128,Christian Braun,0.06
2023,ALL-ROOKIE,ORV,1631119,Jaylin Williams,0.035
2023,ALL-ROOKIE,ORV,1630702,Jaden Hardy,0.02
2023,ALL-ROOKIE,ORV,1631109,Mark Williams,0.01
2023,ALL-ROOKIE,ORV,1630699,MarJon Beauchamp,0.005
2023,ALL-ROOKIE,ORV,1631103,Malaki Branham,0.0
2023,ALL-ROOKIE,ORV,1630700,Dyson Daniels,0.0
